form,S_00,S_1,S_2,O_1,O_2,O_2_1,O_3,O_4,O_5,O_6,O_7_1,O_7_2,O_7_3,O_7_4,O_8,O_9,O_10,O_10_1,O_10_2,O_10_3,O_10_4,O_10_5,O_10_6,O_11,O_11_1,O_11_2,O_11_3,O_11_4,O_11_5,O_11_6,O_11_7,O_11_8,O_12,O_12c,O_13,O_13c,O_14,O_15,O_16_1,O_16_2,O_16_3,O_16_4,O_16_5,O_16_6,O_16_7,O_16_8,O_16_9,O_17,O_17_1,O_17_2,O_17_3,O_17_4,O_17_5,O_18,O_19,O_19_1,O_19_2,O_19_3,O_19_4,O_19_5,O_19_6,O_19_7,O_19_8,O_19_9,O_19_10,O_19_11,O_20,O_20_1,O_20_2,O_20_3,O_20_4,O_20_5,O_20_6,O_20_7,O_20_8,O_21,O_22,O_23,O_24,O_25_1,O_25_2,O_25_3,O_25_4,O_26_1,O_26_2,O_27,O_28,O_28_1,O_28_2,O_28_3,O_28_4,O_28_5,O_28_6,O_28_7,O_28_8,O_29,O_30,O_31,O_32,O_33_1,O_33_2,O_34_1,O_34_2,O_35,O_36_1,O_36_2,O_36_3,O_37_1,O_37_2,O_37_3,O_37_4,O_37_5,O_37_6,O_38_1,O_38_2,O_38_3,O_38_4,O_38_5,O_38_6,O_38_7,O_38_8,O_38_9,O_39,O_40,O_41,O_42,O_42_1,O_42_2,O_42_3,O_42_4,O_43_1,O_43_2,O_43_3,O_43_4,O_43_5,O_43_6,O_43_7,O_43_8,O_43_9,O_44_1,O_44_2,O_44_3,O_44_4,O_44_5,O_44_6,O_44_7,O_45,O_46,O_47,O_48,O_49,O_50,O_51,O_52,O_53,O_54,O_55,O_56,O_57,O_57c,O_58,O_59,O_60_1,O_60_2,O_60_3,O_60_4,O_60_5,O_60_6,O_60_7,O_60_8,O_60_9,O_60_10,O_61_1,O_61_2,O_61_3,O_61_4,O_61_5,O_62_2,O_62_1,O_62_3,O_62_4,O_62_5,O_62_6,O_63,O_64,O_65,O_66_0,O_66_1,O_66_2,O_66_3,O_66_4,O_66_5,O_66_6,O_66_7,O_66_7c,O_67,O_68,O_69,O_70_1,O_70_2,O_70_3,O_70_4,O_71_1,O_71_2,O_71_3,O_71_4,O_72_1,O_72_2,O_72_3,O_72_4,O_72_5,O_72_6,O_72_7,O_72_7c,O_73,O_74,O_75,O_76,O_77,O_78,O_79,O_80,O_81_1,O_81_2,O_81_3,O_81_4,O_81_5,O_81_6,O_81_7,O_82_1,O_82_2,O_82_3,O_82_4,O_82_5,O_82_6,O_82_7,O_83_1,O_83_2,O_84,O_85,O_86,O_87,O_88,O_88c,O_89,O_90
75,2,16,1016995, altavista ,3472513,3193861431,JAC ALTAVISTA ,COMPROMISO ,8,4,0,3,5,0,1,PARTICIPACIÓN DIA BLANCO ,1,2,2,1,2,2,2,2,-88,-88,-88,-88,-88,-88,-88,-88,1,COLEGIOS ,1,SEDE,SEDE,CR 88 # 18 A 08,4,4,3,3,3,4,4,4,4,2,-88,-88,-88,-88,-88,1,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-88,1,2,2,2,2,2,2,1,NO,6,300,INTEGRACIÓN Y CAPACITACIÓN,2,2,2,2,2,2,6,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,FACEBOOK Y CARTELERAS,MINICIPIO PARTICIPACIÓN ALCALDÍA,CENSA,NO,1,3,1,3,1,3,7,9,2,1,2,2,1,NINGUN OTRO,1,2,2,1,2,2,1,1,2,1,3,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,4,3,2,-88,1,NO RESPONDE ,1,ASESORÍA,2,-88,-88,-88,NOS,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,2,2,2,2,2,2,2,-88,-98,-98,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,NINGUN OTRO,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,-88,0,6,3,0,1,NO SABE LA EDAD ,3,2
76,2,13,1013008, CR 104 B 34 B 98,4965886,3012386361,JAC  VILLA LAURA,COMPROMISO,12,3,0,1,10,1,1,PRESUPUESTO PARTICIPACION CIUDADANA,2,-88,-88,-88,-88,-88,-88,1,1,1,1,1,1,1,1,1,1,BIBLIOTECAS PARQUES,1,JAC COMUNALES,JAC BIBLIOTECAS PARQUES,CRA 105B N34BB 94,5,5,5,5,5,5,5,5,5,1,1,1,2,2,2,2,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-88,1,1,1,1,1,2,2,2,N,8,200,FIESTA DE LOS NIÑOS PESEBRES,4,5,5,5,5,2,6,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,ASAMBLEAS CORREO ELECTRONICO,PRESUPUESTO PARTICIPATIVO INCLUSION SOCIAL,AUDIENCIAS PUBLICAS,JAC BELEBCITO BETANIA CORAZON,1,2,1,2,2,2,3,4,2,1,2,2,1,NINGUN OTRO,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,3,3,2,2,3,3,2,3,3,3,2,1,1,3,1,1,16,5,1,25,1,CAMBIOS    COMPROMISOS CON LA COMUNIDAD,15,CONSTRUCCION DE COMUNAS,1,30,DAR INFORME ALA GESTION DE LA ORGANIZACION,2,-88,1,1,2,2,1,1,4,4,5,4,4,4,2,1,3,2,4,2,2,2,1,2,3,3,2,1,2,1,2,2,2,1,2,2,-88,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,NINGUN OTRO,2,3,1,2,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,-88,3,3,2,55,1,N,0,0
77,2,13,1013002, blanquizal,4914038,3214576112,JAC LA DIVISA,MUJERES EMPREBDEDORAS,115,90,0,0,0,0,2,-88,1,2,1,1,1,1,1,2,-88,-88,-88,-88,-88,-88,-88,-88,1,SEDE,1,CANCHA,SEDE CANCHA,CR99F#4903,5,5,5,5,5,5,5,5,5,1,2,1,1,2,2,1,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,NINGUNO,1,2,2,1,2,2,2,2,NO,180,123,RECIBIR POLITICOS,1,4,4,4,4,2,7,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,SACARLE TIEMPO A LA COMINUDAD,PLANEACION GOBERNACION ACALDIA,PLANEACION GOBERNACION ACALDIA,ASOCOMUNAD,1,5,4,5,1,5,6,7,1,2,2,2,1,NINGUN OTRO,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2,1,1,2,2,3,2,3,3,2,2,3,4,4,3,3,3,3,2,2,26,30,2,-88,15,COMPARTIR CON LA COMINUDAD,36,ALEGRIA,2,-88,-88,-88,NO,2,2,5,5,5,5,5,4,4,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,1,2,1,2,2,-88,5,4,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,NINGUN OTRO,3,3,5,4,3,5,3,4,2,4,4,4,4,4,4,3,4,4,4,4,4,4,5,4,23,25,2,64,2,-88,2,3
78,2,80,1080000, CL 50 E Sur 75 69,9999999,3108963834,JAC VERGEL SUR,NO TENGO UNA FRASE QUE LA DESCRIBA,250,125,25,25,50,25,1,PARTICIPACION CIUDADANA,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,"SEDE JAC,CEDEZOS Y LA UVA",1,"SEDE JAC,BIBLIOTECAS,UVA","JOSE HORACIO BETANCUR,BIBLIOTECA,LA IGLESIA",CL 50ES#75_69,5,5,5,1,1,5,5,5,3,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,NINGUNO,1,1,2,2,2,2,2,2,NINGUNO,80,60,"EVENTO DE LOS NIÑOS,PADRES Y MADRES",3,1,1,3,5,2,6,1,1,1,1,1,1,1,1,1,NO HAY OTRAS CAUSAS DE CONFLICTO,"SERVICIO SOCIAL,SER HONESTO,CONVOCAR",NINGUNO,NINGUNO,NINGUNO,1,2,1,2,1,14,-88,-88,1,2,2,1,1,NINGUN OTRO,1,2,2,1,2,2,1,1,1,1,1,2,2,-88,-88,-88,-88,2,3,3,3,3,3,3,2,2,2,2,2,2,4,2,2,3,2,5,1,15,7,COMPARTIMOS CONOCIMIENTOS,6,COMUNITARIOS,1,80,"INGRESOS,EGRESOS,SALDOS E INVENTARIO",1,"CARTELERAS,TELEFONICA,REDES ",1,1,3,1,1,1,1,4,3,1,1,1,2,5,2,2,2,2,3,2,1,1,1,3,1,1,2,2,1,1,1,1,1,2,-88,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NINGUN OTRO,3,3,1,3,2,5,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,0,18,0,50,1,NINGUNO,0,5
79,2,2,1002008,CR 47 101 A 24,9999999,3192481021,MESA AFRO,CAMINO A LA FELICIDAD,35,5,19,11,5,1,1,LA SECRETARIA DE INCLUYENTES,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,ESCUELAS COLEGIOS BIBLIOTECAS,1,CASAS DE LA CULTURA DESARROLLO SOCIAL,CASA DE LA CULTURA  CENTRO PARA EL DESARROLLO SOCIAL  JAC,CRA 48N 103B 18,5,5,5,5,5,5,5,5,5,1,1,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,NINGUNO,1,2,1,2,2,2,1,2,N,10,2000,MAS QUE UN COLOR DE PIEL INCLUSION A LA PARTICIPACION,10,5,3,1,5,2,6,1,1,1,1,1,1,1,1,2,NO HAY OTRAS CAUSAS DE CONFLICTO,DIAGNOSTICAR   NECESIDADES PRESENTAR IDEAS,DERECHOS HUMANOS MEDIO AMBIENTE INCLUSION SOCIAL,PRESUPUESTO PARTICIPATIVO JUNTAS DEPORTIVAS,DERECHOS HUMANOS CULTURA MEDIO AMBIENTE,3,5,1,2,1,7,4,3,1,1,2,2,1,NINGUN OTRO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,1,70,6,1,70,8,CONSTRUCCION DE METAS INCLUSION AL CAMPO,10,INCLUIR A LA POBLACION  EN VARIAS ACTIVIDADES,1,50,QUE LA COMUNIDAD EXPRESE LOS BENEFICIOS E INQUIETUDES,2,-88,1,1,3,3,3,3,3,3,3,3,3,3,1,4,5,3,4,2,2,3,3,3,3,3,1,2,2,1,2,1,1,1,1,2,-88,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,NINGUN OTRO,2,2,3,3,3,3,3,3,4,3,4,4,4,3,4,3,3,3,3,3,4,4,2,1,3,2,1,59,2,-88,0,0
80,2,60,1060018, CL 61 B 124 43,4828371,3154275945,JAC CARACOLI,JUNTA DE ACCION COMUNAL,126,82,0,5,93,28,1,PRESUPUESTO PARTICIPATIVO,2,-88,-88,-88,-88,-88,-88,1,2,2,2,2,1,2,2,1,1,ESCUELAS,1,SEDE  COMUNAL COLEGIOS PUBLICOS PARQUES   BIBLIOTE,SEDE COMUNAL  COLEGIOS PARQUES, CL  61  N124  45,3,3,3,3,3,3,3,3,3,2,-88,-88,-88,-88,-88,1,1,1,2,2,2,2,2,2,2,2,2,NINGUNO,1,2,1,2,1,2,2,2,N,60,60,LA LEGALIZACION DEL BARRIO,2,5,5,5,5,2,6,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,ASAMBLEA DE RESIDENTES AUDIENCIAS PUBLICAS,PARTICIPACION COMUNITARIA,ASAMBLEA DE LA JAC,JAC SAN   CRISTOBAL  Y JAC MARIA AUXILIADORA,2,1,1,2,1,14,-88,-88,1,2,2,2,1,NINGUN OTRO,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,3,3,2,2,2,2,2,2,2,1,3,1,1,1,1,1,1,10,20,1,10,5,CONCILIACION  OBRAS COMUNITARIAS,3,CONCILIACION PARTE COMUNITARIA,1,40,TRANSPARENCIA CONFIANZA PARA SUS PARTICIPANTES,2,-88,1,2,3,2,3,4,3,4,3,3,3,2,1,1,1,1,1,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,1,2,-88,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NINGUN OTRO,2,2,2,2,3,2,3,3,4,4,3,3,3,4,3,3,4,3,4,3,4,4,8,-88,6,2,3,60,1,N,0,1
81,2,80,1080000, VEREDA aragon,5871591,9999999999,JAC ARANGON,NO TENGO UNA FRASE QUE LA DESCRIBA,179,90,3,5,4,5,1,PARTICIPACION CIUDADANA,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,1,CASA BARRIAL,1,ACCION COMUNAL,"CASA BARRIAO, JAC",CASA BARRIAL ROSALEDA,5,5,5,4,4,5,5,5,5,1,1,2,1,1,1,1,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,50,45,CUENTAS,3,1,1,4,4,2,4,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,"SERIEDAD, TRANSPARENCIA","ALCALDIA, ",NINGUNA,NINGUNA,1,2,1,2,2,3,5,13,1,1,2,2,1,NINGUN OTRO,2,2,2,1,1,1,1,1,1,1,1,1,2,-88,-88,-88,-88,2,2,2,2,2,2,2,2,2,3,4,3,2,2,3,3,3,2,2,1,10,6,"CONVIVENCIA, COMUNIDAD",8,"CONOCIMIENTO, COMPARTIR",1,28,TRASPARENCIA,1,CARTELES INFORMATIVOS Y TELEFONO,1,2,4,3,1,1,1,2,2,1,1,3,2,1,2,2,2,2,3,2,1,1,2,3,1,1,2,1,1,1,1,1,1,2,-88,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,NINGUN OTRO,3,3,2,2,4,4,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,6,2,2,0,45,2,-88,2,0
82,2,80,1080000, VEREDA vergel,2865311,3153110598,REENCUENTRO DE VIDA,ORGANIZADAS,130,124,0,0,100,0,2,-88,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,"CDS, UVA, CEDEZCO",1,"CDS, UVA","CDS, UVA","JAC, VERGEL",5,5,5,2,2,5,5,5,5,1,1,1,1,2,2,1,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,105,91,"PASEO, MANUALIDADES",3,1,1,3,4,2,5,1,1,1,1,1,1,1,1,1,NO HAY OTRAS CAUSAS DE CONFLICTO,"SER HONESTO, CONVOVAR, CREDIVILIDAD",NINGUNO,NINGUNO,ASO COMUNAL Y MESA AMBIENTAL,1,2,1,2,2,2,3,12,1,1,1,1,1,NINGUN OTRO,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,37,4,1,15,2,CONVIVENCIA,2,RECILENCIA,2,-88,-88,-88,NINGUNO,1,1,2,3,1,1,3,4,3,2,1,3,2,3,4,2,3,3,3,4,2,2,2,1,1,1,2,1,1,1,1,1,1,2,-88,1,1,2,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,NINGUN OTRO,3,3,1,3,2,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,57,0,0,59,2,-88,0,0
83,2,7,1007014, CR 85 B 77 C 41,9999999,9999999999,JAC BELLO HORIZONTE,UNION,14,8,0,0,5,9,1,GENTE VIVE,2,-88,-88,-88,-88,-88,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,1,ESCUELAS COLEGIOS  PARQUES,1,SEDE COMUNAL ENSUMER Y PASCUAL BRAVO,ENSUMER PASCUAL BRAVO JAC DEL BARRIO,CRA 85B N77C 41,5,5,5,5,5,5,5,5,5,1,1,1,1,2,2,1,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,14,176,FIESTAS DE NAVIDAD  ,12,2,2,4,4,2,4,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,PARTICIPACION,ASAMBLEA VOTO POPULAR,PARTICIPACION CIUDADDANA PERSONERIA CONTRALORIA,NINGUNA,4,5,2,1,2,5,9,5,1,1,2,2,1,NINGUN OTRO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,3,2,3,3,3,3,3,3,1,1,1,1,5,10,1,110,2,PARTICIPACION DE LA MUJER,0,NINGUNO,1,90,TRANSPARENCIA CONTROL INFORMAR,2,-88,1,2,1,1,3,4,3,4,2,5,3,4,1,1,1,1,1,1,1,2,3,2,3,2,2,2,2,1,1,1,1,1,1,2,-88,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NINGUN OTRO,3,3,5,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,6,25,20,5,60,1,N,0,177
84,2,13,1013007, La Quiebra ,9999999,3014726526,TIGER FIRE (PORRISMO),NO TENGO UNA FRASE QUE LA DESCRIBA,20,15,19,1,0,0,1,JOVENES DE LA JUVENTUD ,2,-88,-88,-88,-88,-88,-88,1,1,1,2,2,2,2,1,2,1,CANCHA Y COLEGIO ,1,SEDE SOCIAL LA QUIEBRA,CANCHA Y SEDE ,CR 99EE # 48 DD - 25,4,5,4,5,5,5,5,5,4,2,-88,-88,-88,-88,-88,1,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,20,15,TALLER DE MURAL ,20,3,5,5,2,2,6,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,INTEGRACIÓN Y RECREACIÓN ,"INDER, SEC. JUVENTUD, AREA METROPOL.",NO,JAC Y JAL,1,2,1,2,2,3,4,9,2,1,2,2,1,NINGUN OTRO,2,2,2,2,1,2,1,2,2,1,1,1,2,-88,-88,-88,-88,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,4,3,2,-88,0,NO SABE EL OBJETIVO,0,NINGUNO,2,-88,-88,-88,NO,1,1,3,1,2,2,5,4,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,-88,4,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NINGUN OTRO,4,4,1,2,1,5,5,2,4,3,1,2,2,3,4,3,3,3,3,3,3,3,3,4,0,0,0,27,2,-88,1,1
85,2,13,1013006, CR 99 49 A 50 IN 120,4963459,3133878695,GRUPO JUVENIL JOB-K,GRUPO JUVENIL RECREATIVO,10,6,3,7,0,0,1,MESAS DE PARTICIPACIÓN,2,-88,-88,-88,-88,-88,-88,1,2,1,1,2,2,2,1,2,2,-88,1,SEDE JAC LA PRADERA,JAC Y BIBLIOTECAS ,JAC PRADERA ALTA ,5,5,5,5,5,5,4,5,5,1,1,1,1,1,1,1,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,10,250,RECREAR LOS NIÑOS DEL BARRIO ,10,4,4,4,4,2,6,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,PARTICIPAR,"SECRETARIA JUVENTUD, SECRETARIA PARTICIPACIÓN",NO,NO,5,6,1,2,2,2,3,4,2,1,2,2,1,NINGUN OTRO,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,5,3,1,20,40,ACOMPAÑAMIENTO LIDERAZGO,10,RECREACIÓN Y ARTICULACIÓN,2,-88,-88,-88,NO,1,1,3,3,3,3,3,4,4,4,4,4,1,3,3,4,3,3,4,4,3,4,4,2,2,2,2,1,2,2,1,1,1,2,-88,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NINGUN OTRO,2,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,6,0,0,0,28,2,-88,4,0
86,2,3,1003007,,2336840,9999999999,SUNAPAZ,DD.HH,8,3,-98,-98,7,1,1,PARTICIPACION,2,-88,-88,-88,-88,-88,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,1,-99,1,JAC,CASA DE LA CULTURA ,CASA DE LA CULTURA ,4,4,4,4,4,4,4,4,4,1,2,2,2,1,2,1,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,50,100,"DESARROLLO LOCAL , DD.HH",15,2,2,2,2,2,8,1,1,1,2,1,2,2,1,2,NO HAY OTRAS CAUSAS DE CONFLICTO,"MOVILIZACION , MOVILIZACION ",,CTP,CONVIVAMOS ,1,3,2,5,2,9,10,13,2,1,2,2,1,NINGUN OTRO,2,2,2,2,1,2,2,2,2,1,2,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,40,50,DESARROLLO ,30,VEEDURIA ,1,50,TRANSPARENCIA,1,NO SABE / NO RESPONDE,1,1,2,2,3,2,3,1,2,2,2,6,1,2,2,2,2,1,1,1,1,1,1,4,2,2,2,1,1,2,1,2,1,2,-88,3,3,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,1,NINGUN OTRO,3,3,4,1,1,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,-98,2,-98,49,-98,-98,-98,5
87,2,3,1003007,,9999999,3217700757,,,7,-98,-98,-98,7,-98,1,LA ALCALDIA,2,-88,-88,-88,-88,-88,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,1,JAC,1,JAC,NINGUNO,JAC,4,4,4,4,4,4,4,4,4,1,1,1,2,2,2,1,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,0,6,NO SE HAN MOVILIZADO,6,2,2,2,2,2,8,1,1,2,2,2,2,2,2,1,NO HAY OTRAS CAUSAS DE CONFLICTO,,,,,1,3,1,2,2,2,3,9,2,2,1,2,2,NINGUN OTRO,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7,2,2,-88,0,NO RESPONDE ,0,NO RESPONDE ,1,-98,PLAN COMUNAK,2,-88,2,2,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,2,2,2,2,2,2,2,-88,-98,-98,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,NINGUN OTRO,3,3,3,4,4,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,-98,7,-98,32,-98,-98,-98,1
88,2,14,1014018,,3110534,3136422449,COLECTIVO MUJERES,COLECTIVO C 14,30,30,-98,-98,20,10,1,LA ADMINISTRACION ,2,-88,-88,-88,-88,-88,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,1,-99,1,JAC,"JAC, CASA DE LA CULTURA ",CASA DE LA CULTURA ,3,3,3,3,3,3,3,3,3,2,-88,-88,-88,-88,-88,1,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,18,15,NO SE HAN MOVILIZADO,5,5,5,4,4,2,6,1,1,2,2,1,2,2,1,2,NO HAY OTRAS CAUSAS DE CONFLICTO,,SECRETARIA DE LA MUJER ,,,6,3,1,2,2,3,1,7,2,1,2,2,1,NINGUN OTRO,1,1,1,1,2,2,1,2,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,3,3,2,2,3,5,4,3,2,10,3,1,30,0,NO RESPONDE ,0,NO RESPONDE ,1,-98,TRANSPARENCIA ,2,-88,1,1,4,4,4,4,4,4,4,4,4,6,3,3,3,3,3,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,2,-88,2,2,3,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,NINGUN OTRO,2,4,1,4,5,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,-88,-98,3,-98,52,-98,-98,-98,1
89,2,70,1070005,,9999999,9999999999,FUTBOL,FUTBOL,-98,-98,-98,-98,-98,-98,1,ALCALDIA,2,-88,-88,-88,-88,-88,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,1,-99,2,-88,COLEGIIO,COLEGIO ,5,5,5,5,5,5,5,5,5,1,2,2,1,2,2,1,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,0,40,ASISTIR ,0,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,NO HAY OTRAS CAUSAS DE CONFLICTO,APOYO ,SECRETARIA ,,,2,1,1,2,1,2,9,3,2,1,2,2,2,NINGUN OTRO,2,2,1,2,2,2,2,2,2,1,2,1,1,2,1,2,2,3,3,3,3,2,3,3,3,3,1,1,1,1,1,1,1,3,0,0,2,-88,0,NO RESPONDE ,-99,NO RESPONDE ,1,-98,FORMACION,1,NO SABE / NO RESPONDE,2,1,3,3,3,3,3,3,3,3,3,6,5,5,5,5,5,5,5,5,5,5,5,3,2,1,2,2,1,2,2,2,2,2,-88,5,2,3,2,2,2,2,1,1,1,1,2,1,2,2,2,2,2,NINGUN OTRO,3,4,2,4,5,3,4,2,1,1,3,4,1,1,2,1,1,3,4,1,1,2,3,8,-98,0,-98,-98,-98,-98,-98,0
90,2,70,1016013,,9999999,9999999999,SABOR LATINO,SOLO FUTBOL,30,0,-98,200,100,80,2,-88,2,-88,-88,-88,-88,-88,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,1,-99,2,-88,BIBLIOTECA ,JAC,5,5,5,5,5,5,5,5,5,1,1,2,2,2,2,2,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,20,20,NO SE HAN MOVILIZADO,0,3,3,3,3,2,8,1,1,1,2,2,2,2,2,2,NO HAY OTRAS CAUSAS DE CONFLICTO,DISCIPLINA ,INDER,,INDER,3,1,1,5,2,2,9,12,1,2,2,2,2,NINGUN OTRO,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,NO RESPONDE ,-99,NO RESPONDE ,2,-88,-88,-88,,1,2,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,5,2,1,1,2,2,2,2,2,2,2,-88,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,NINGUN OTRO,4,4,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,-98,0,-98,-98,-98,-98,-98,0
