orgMiembros;orgFreq;orgProcesos;filtro;anuncio;S_1;O_4;O_91;O_91_other;O_5;O_46;O_47;O_7_1;O_7_2;O_7_3;O_7_4;O_7_5;O_88;O_88_other;O_87;O_89;O_90;O_8;O_9_1;O_9_2;O_9_3;O_9_4;O_9_5;O_9_6;O_9_7;O_9_other;O_11_1;O_11_2;O_11_3;O_11_4;O_11_5;O_11_6;O_11_7;O_11_8;O_11_9;O_12;O_13;O_17_1;O_17_2;O_17_3;O_17_4;O_17_5;O_17_8;O_17_7;O_18;O_19_1;O_19_2;O_19_3;O_19_4;O_19_5;O_19_6;O_19_7;O_19_8;O_19_9;O_20_1;O_20_2;O_20_3;O_20_4;O_20_5;O_20_6;O_20_7;O_20_other;O_25_1;O_25_2;O_25_3;O_25_4;O_25_5;O_22;O_23;O_23_other;O_34_1;O_34_2;O_34_3;O_34_4;O_34_5;O_60_6;O_60_7;O_60_10;O_66_1;O_66_2;O_66_3;O_66_4;O_66_5;O_66_6;O_66_7;O_66_other;O_67;O_68;O_69;O_70;O_71;O_72_1;O_72_2;O_72_3;O_72_4;O_72_5;O_72_6;O_72_7;O_72_8;O_72_other;O_10_1;O_10_2;O_10_3;O_10_4;O_10_5;O_10_6;O_16_1;O_16_2;O_16_3;O_16_4;O_16_5;O_16_6;O_16_7;O_16_8;O_16_9;O_26_1;O_26_2;O_26_4;O_26_5;O_26_6;O_26_7;O_26_3;O_26_9;O_92_1;O_92_2;O_92_4;O_92_5;O_92_6;O_92_7;O_92_3;O_92_9;O_28_1;O_28_2;O_28_3;O_28_4;O_28_5;O_28_6;O_28_7;O_28_other;O_36;O_36_other;O_37_1;O_37_2;O_37_3;O_37_4;O_37_5;O_38_1;O_38_2;O_38_3;O_38_4;O_38_5;O_38_6;O_38_7;O_38_8;O_38_9;O_44_1;O_44_2;O_44_3;O_44_4;O_44_5;O_44_6;O_44_7;O_44_8;O_44_9;O_44_10;O_48;O_49;O_24;O_50;O_52;O_54;O_55;O_58;O_59;O_64;O_65;O_75;O_76;O_77;O_78;O_79;O_80;O_81_1;O_81_2;O_81_3;O_81_4;O_81_5;O_81_6;O_81_7;O_82_1;O_82_2;O_82_3;O_82_4;O_82_5;O_82_6;O_82_7;O_41;O_45;O_40;O_61_1;O_61_2;O_61_3;O_61_4;O_61_5;O_62_1;O_62_2;O_62_3;O_62_4;O_62_5;O_62_6;O_74;O_93_1;O_93_2;O_93_3;O_93_4;O_93_5;O_93_6;comuna;zona;group_age;IPCM
Sí;No;Sí;2;N/A;16-BELÉN;Adulto mayor;Adulto mayor;N/A;26;0;40;0;0;0;26;0;Mujer;N/A;79;No;0;Sí;Sí;No;No;No;No;No;No;N/A;No;No;No;No;No;No;Sí;No;No;Sí;No;No;No;No;No;No;No;Sí;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Totalmente de acuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;Totalmente de acuerdo;Totalmente de acuerdo;10;Convivencia y seguridad;N/A;No;No;No;No;No;Desconfía;Desconfía;Neutral;No;No;No;No;No;No;No;N/A;No consulta;No consulta;No acude a ejercicios de rendición de cuentas;No consulta;No consulta;No;No;No;No;No;No;No;No;N/A;No;No;No;No;No;No;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Para nada dispuesto;Para nada dispuesto;Para nada dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Ninguno;N/A;No;No;No;No;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ninguna incidencia o efectividad;No los hemos usado;No los hemos usado;No sabe;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No;N/A;0;0;0;Sí;25;Algunas veces;Nunca;No;No;Siempre;Nunca;Nunca;Nunca;Nunca;Nunca;Democrático;Condescendiente;Excluyente;Consultivo;Pasivo;Apático;Autosuficiente;Democrático;Condescendiente;Inclusivo;Consultivo;Pasivo;Cooperativo;Autosuficiente;Positiva;Empeorado;No;Equitativo;Totalmente equitativo;Totalmente equitativo;Totalmente equitativo;Totalmente equitativo;Totalmente equitativo;Neutral;Equitativo;Totalmente equitativo;Neutral;Equitativo;Satisfecho (sensación percibida coincide con las expectativas);No;No;No;No;Sí;No;belen;Suroccidental;55 +;0.559819029483153
Sí;Sí;Sí;3;N/A;14-POBLADO;caracterizados por el servicio a las comunidades bulnerables;Derechos humanos, convivencia y ciudadanía;N/A;5;0;0;0;0;0;5;0;Mujer;N/A;37;Sí;5;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Sí;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;De acuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;De acuerdo;25;Otro;derechos humanos;No;No;No;No;No;Neutral;Neutral;Neutral;No;No;No;No;No;No;No;N/A;No consulta;No consulta;No;No consulta;Amplia y suficiente;No;No;No;No;No;No;No;No;N/A;No;No;No;No;No;No;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Otro;toda la población en general;No;Sí;No;No;No;Sí;Sí;Sí;Sí;Sí;No;Sí;No;No;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;Bastante incidencia o efectividad;No los hemos usado;No los hemos usado;Bastante incidencia o efectividad;No los hemos usado;No los hemos usado;Sí;30;5;10;6;No;0;Nunca;Nunca;No;No;Nunca;Algunas veces;Algunas veces;Siempre;Nunca;Siempre;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Delegativo;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Delegativo;Positiva;Empeorado;Sí, medio;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Satisfecho (sensación percibida coincide con las expectativas);No;No;No;No;Sí;No;el poblado;Suroriental;29 - 54;0.421182384603091
Sí;Sí;Sí;3;N/A;12-LA AMÉRICA;ESPARCIMIENTO PARA EL ADULTO MAYOR;Adulto mayor;N/A;653;50;40;0;0;0;20;633;Mujer;N/A;74;Sí;1;Sí;Sí;Sí;Sí;No;No;No;No;N/A;No;No;No;Sí;No;Sí;Sí;Sí;No;No;Sí;No;Sí;No;No;No;No;Sí;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;70;Otro;Sano esparcimiento del adulto mayor;Sí;No;No;No;No;Neutral;Neutral;Neutral;No;No;No;No;No;No;No;N/A;No consulta;No consulta;No acude a ejercicios de rendición de cuentas;No consulta;De utilidad para el trabajo en la comuna;No;No;No;No;No;No;No;Sí;N/A;No;No;No;No;No;No;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Otro;Adulto mayor;No;Sí;No;No;No;No;No;No;Sí;No;No;Sí;No;No;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No;N/A;0;0;0;No;0;Nunca;Nunca;No;No;Muy pocas veces;Algunas veces;Algunas veces;Muy pocas veces;Algunas veces;Algunas veces;Autoritario;Manipulador;Excluyente;Dictatorial;Pasivo;Apático;Autosuficiente;Muy democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Delegativo;Negativa;Permanecen igual;Sí, alto;Inequitativo;Inequitativo;Inequitativo;Inequitativo;Inequitativo;;;;;;;No ha realizado derechos de petición;No;No;No;No;No;No;la america;Centro occidental;55 +;0.684382001267871
Sí;Sí;Sí;3;N/A;13-SAN JAVIER;resilientes;Cultura, arte y patrimonio;N/A;20;0;0;0;10;10;20;0;Mujer;N/A;42;Sí;5;Sí;No;Sí;No;No;No;No;No;N/A;Sí;Sí;No;No;No;No;Sí;Sí;Sí;No;No;No;No;No;No;No;No;N/A;Sí;No;No;No;No;No;No;No;No;Sí;No;No;No;No;No;No;No;N/A;De acuerdo;En desacuerdo;Totalmente en desacuerdo;De acuerdo;De acuerdo;40;Otro;talleres de fortalecimiento;Sí;No;No;No;No;Neutral;Desconfía;Confía;Sí;Sí;Sí;Sí;No;No;No;N/A;Siempre;Siempre;Mas o menos;De utilidad para el trabajo en la comuna;No consulta;No;No;No;No;No;No;No;Sí;N/A;No;No;No;No;No;No;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;JAL  por amenazas;Otro;toda la población en general;No;Sí;No;No;No;Sí;Sí;Sí;Sí;Sí;Sí;Sí;No;No;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;Sí;50;2;7;8;Sí;50;Siempre;Nunca;Sí;No;Muy pocas veces;Casi siempre;Siempre;Siempre;Casi siempre;Siempre;Democrático;Manipulador;Excluyente;Dictatorial;Pasivo;Apático;Autosuficiente;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Delegativo;Positiva;Permanecen igual;Sí, alto;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;;;;;;;Insatisfecho (sensación percibida no alcanza las expectativas);Sí;Sí;Sí;Sí;Sí;Sí;san javier;Centro occidental;29 - 54;0.43051303262843
Sí;Sí;Sí;3;N/A;12-LA AMÉRICA;Bienestar;Adulto mayor;N/A;20;3;20;0;0;0;4;16;Mujer;N/A;71;Sí;2;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;No;No;No;No;No;No;No;No;Sí;Sí;No;No;No;No;No;Sí;Sí;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo, ni en desacuerdo;17;Otro;Bienestar adulto mayor;No;No;No;No;No;Desconfía totalmente;Desconfía totalmente;Desconfía totalmente;No;No;No;No;No;No;No;N/A;No consulta;No consulta;No;No consulta;Amplia y suficiente;No;No;No;No;No;No;No;No;N/A;No;No;No;No;No;No;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Grupos etarios;N/A;No;Sí;No;No;No;No;No;No;Sí;No;No;Sí;No;No;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No;N/A;0;0;1;No;40;Nunca;Nunca;No;No;Nunca;Nunca;Nunca;Siempre;Nunca;Algunas veces;Autoritario;Manipulador;Excluyente;Dictatorial;Pasivo;Apático;Autosuficiente;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Delegativo;Negativa;Permanecen igual;No;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;;;;;;;No ha realizado derechos de petición;No;No;No;No;No;No;la america;Centro occidental;55 +;0.572138533913351
Sí;Sí;Sí;3;N/A;13-SAN JAVIER;equipo comprometido con la comunidad;Cultura, arte y patrimonio;N/A;18;0;0;0;0;18;0;0;Hombre;N/A;25;Sí;3;Sí;No;No;No;No;No;No;No;secretaria de juventud y participación ciudadana;No;No;No;No;Sí;No;No;No;No;No;No;No;No;No;No;No;No;N/A;No;Sí;No;No;No;No;No;No;No;Sí;No;No;No;Sí;No;No;No;N/A;De acuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;En desacuerdo;De acuerdo;200;Otro;deportiva;No;No;No;Sí;No;Desconfía;Neutral;Neutral;Sí;Sí;Sí;Sí;Sí;Sí;No;N/A;Algunas veces;Casi siempre;Si;De utilidad para el trabajo en la comuna;De fácil acceso;Sí;Sí;Sí;Sí;Sí;Sí;Sí;No;N/A;No;No;No;No;No;Sí;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Otro;toda la población en general;No;Sí;No;No;Sí;No;Sí;Sí;Sí;Sí;No;Sí;No;No;No los hemos usado;Poca incidencia o efectividad;No los hemos usado;No los hemos usado;Poca incidencia o efectividad;No los hemos usado;No los hemos usado;Poca incidencia o efectividad;No los hemos usado;No los hemos usado;Sí;35;5;5;3;Sí;130;Algunas veces;Nunca;Sí;No;Nunca;Siempre;Siempre;Siempre;Muy pocas veces;Siempre;Autoritario;Manipulador;Excluyente;Consultivo;Pasivo;Apático;Delegativo;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Delegativo;Positiva;Permanecen igual;Sí, medio;Neutral;Neutral;Neutral;Neutral;Neutral;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Insatisfecho (sensación percibida no alcanza las expectativas);Sí;Sí;Sí;Sí;Sí;Sí;san javier;Centro occidental;14 - 28;0.359050119292941
Sí;Sí;Sí;3;N/A;7-ROBLEDO;Trabajo articulado en red;Derechos humanos, convivencia y ciudadanía;N/A;110;0;500;0;10;20;40;20;Mujer;N/A;61;Sí;14;Sí;Sí;No;No;No;No;No;No;N/A;Sí;Sí;Sí;Sí;Sí;Sí;No;No;No;Sí;No;No;No;No;No;No;No;N/A;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Ni de acuerdo, ni en desacuerdo;De acuerdo;De acuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;40;Promoción o defensa derechos de ambiente;N/A;Sí;No;No;No;No;Desconfía;Desconfía;Desconfía;Sí;No;No;No;No;No;No;N/A;Algunas veces;Siempre;Mas o menos;De fácil acceso;De fácil acceso;No;Sí;No;No;No;Sí;No;No;N/A;No;No;No;No;No;No;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Algo dispuesto;Algo dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;No;No;No;No;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Las mujeres;N/A;No;Sí;No;No;No;No;Sí;No;Sí;Sí;No;No;No;No;No los hemos usado;Poca incidencia o efectividad;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No;N/A;10;5;20;Sí;35;Nunca;Muy pocas veces;No;No;Nunca;Algunas veces;Algunas veces;Siempre;Nunca;Siempre;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Delegativo;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Autosuficiente;Positiva;Permanecen igual;Sí, medio;Neutral;Neutral;Equitativo;Neutral;Neutral;;;;;;;No ha realizado derechos de petición;Sí;No;No;Sí;Sí;Sí;robledo;Noroccidental;55 +;0.511032103790382
Sí;Sí;Sí;3;N/A;13-SAN JAVIER;Propicia espacios socializan y resignificacion a través de diferentes expresiones artísticas;Niñez e infancia;N/A;80;50;40;80;10;15;2;0;Mujer;N/A;23;Sí;8;Sí;No;No;No;No;No;No;No;como colectivo;No;Sí;No;No;No;No;No;No;Sí;No;Sí;No;No;No;No;No;No;N/A;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;De acuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente de acuerdo;De acuerdo;200;Derechos humanos y paz;N/A;No;No;No;No;No;Neutral;Neutral;Desconfía;Sí;No;No;No;No;No;No;N/A;Muy pocas veces;Algunas veces;No acude a ejercicios de rendición de cuentas;No se publica información;Clara y comprensible;Sí;No;No;No;No;Sí;Sí;No;N/A;No;No;No;No;No;No;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Otro;niños, niñas y jóvenes;No;Sí;No;No;No;Sí;Sí;Sí;Sí;Sí;No;No;No;No;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;Bastante incidencia o efectividad;No los hemos usado;No los hemos usado;No los hemos usado;Sí;20;0;0;1;No;0;Nunca;Nunca;No;No;Nunca;Algunas veces;Algunas veces;Algunas veces;Casi siempre;Nunca;Autoritario;Manipulador;Excluyente;Consultivo;Pasivo;Apático;Delegativo;Democrático;Condescendiente;Muy inclusivo;Consultivo;Muy proactivo;Muy cooperativo;Autosuficiente;Positiva;No sabe, no responde;Sí, alto;Inequitativo;Inequitativo;Neutral;Neutral;Neutral;;;;;;;No ha realizado derechos de petición;No;No;No;No;No;No;san javier;Centro occidental;14 - 28;0.550897895981262
Sí;Sí;Sí;3;N/A;12-LA AMÉRICA;TRANSPARENCIA;Derechos humanos, convivencia y ciudadanía;N/A;92;35;0;0;0;0;30;62;Hombre;N/A;48;Sí;2;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Sí;Sí;Sí;Sí;Sí;Sí;Sí;No;No;Sí;Sí;No;No;Sí;No;No;No;No;No;No;No;No;No;No;No;No;Sí;Sí;No;No;No;Sí;No;No;No;N/A;Totalmente en desacuerdo;En desacuerdo;Totalmente en desacuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;60;Promover participación;N/A;Sí;No;Sí;No;No;Desconfía;Desconfía;Desconfía;Sí;Sí;Sí;Sí;Sí;Sí;Sí;N/A;Muy pocas veces;Siempre;No;De fácil acceso;De utilidad para el trabajo en la comuna;No;Sí;No;Sí;No;No;Sí;No;N/A;No;Sí;No;Sí;Sí;No;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;No;No;No;No;No;Sí;No;No;No;No;No;No;Sí;No;No;No;Sí;Sí;No;Sí;No;Sí;Sí;N/A;Otro;Todas las anteriores;No;Sí;No;No;Sí;No;No;No;Sí;No;No;Sí;Sí;No;Poca incidencia o efectividad;Poca incidencia o efectividad;Ninguna incidencia o efectividad;Poca incidencia o efectividad;Poca incidencia o efectividad;Ninguna incidencia o efectividad;No los hemos usado;Poca incidencia o efectividad;Poca incidencia o efectividad;No los hemos usado;No;N/A;10;0;1;Sí;30;Siempre;Siempre;No;No;Nunca;Siempre;Siempre;Siempre;Algunas veces;Algunas veces;Democrático;Manipulador;Excluyente;Dictatorial;Pasivo;Apático;Autosuficiente;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Delegativo;Negativa;Empeorado;Sí, alto;Inequitativo;Totalmente inequitativo;Inequitativo;Inequitativo;Inequitativo;;;;;;;Insatisfecho (sensación percibida no alcanza las expectativas);Sí;No;Sí;Sí;Sí;Sí;la america;Centro occidental;29 - 54;0.374173971643671
Sí;Sí;Sí;3;N/A;14-POBLADO;protección del medio ambiente;Otro;protección del medio ambiente;37;6;0;0;0;20;10;7;Hombre;N/A;54;Sí;2;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;No;No;No;No;No;No;No;No;No;No;Sí;No;No;No;No;No;Sí;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;De acuerdo;Totalmente en desacuerdo;Ni de acuerdo, ni en desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;40;Otro;proyecto de trabajo con aves;No;No;No;No;Sí;Neutral;Neutral;Neutral;No;No;No;No;No;No;No;N/A;No consulta;No consulta;No;No consulta;Amplia y suficiente;No;No;No;No;No;No;No;No;N/A;No;No;No;No;No;No;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Otro;comunidad en general enfocados en el medio ambiente y conservación;No;Sí;No;No;No;Sí;Sí;Sí;Sí;Sí;Sí;Sí;No;No;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;Poca incidencia o efectividad;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No;N/A;6;4;0;No;19;Algunas veces;Nunca;No;No;Nunca;Muy pocas veces;Muy pocas veces;Nunca;Nunca;Siempre;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Delegativo;Muy democrático;Muy condescendiente;Muy inclusivo;Muy consultivo;Muy proactivo;Muy cooperativo;Delegativo;Positiva;Permanecen igual;Sí, alto;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;;;;;;;No ha realizado derechos de petición;Sí;No;No;No;No;No;el poblado;Suroriental;29 - 54;0.602571440326339
Sí;Sí;Sí;3;N/A;14-POBLADO;fomento, difusión y creación de la música coral para toda la población;Otro;musica;54;0;0;0;2;25;25;2;Hombre;N/A;65;Sí;1;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;9000;Otro;bigesimo festival de festival coral de medellin jose maria bravo marquez;No;No;No;No;Sí;Neutral;Neutral;Neutral;No;No;No;No;No;No;No;N/A;No consulta;No consulta;No acude a ejercicios de rendición de cuentas;No consulta;Amplia y suficiente;No;No;No;No;No;No;No;Sí;N/A;No;No;No;No;No;No;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;por falta de apoyo;Otro;población en general;No;Sí;No;No;No;Sí;Sí;Sí;Sí;Sí;No;Sí;Sí;No;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;Ninguna incidencia o efectividad;No los hemos usado;No los hemos usado;Sí;50;20;0;0;Sí;37;Nunca;Nunca;No;No;Nunca;Siempre;Siempre;Muy pocas veces;Muy pocas veces;Siempre;Autoritario;Manipulador;Excluyente;Dictatorial;Pasivo;Apático;Delegativo;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Delegativo;Positiva;Empeorado;Sí, alto;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Insatisfecho (sensación percibida no alcanza las expectativas);No;No;No;No;No;No;el poblado;Suroriental;55 +;0.385386586910275
Sí;Sí;Sí;3;N/A;14-POBLADO;incluyentes;Otro;derechos de personas con discapacidad;10;4;0;0;0;0;5;5;Mujer;N/A;60;Sí;1;Sí;Sí;Sí;No;No;No;No;No;N/A;No;No;No;No;Sí;Sí;No;No;No;Sí;Sí;No;No;No;No;No;Sí;Sí;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;0;Otro;no realizaron por el covid 19 por ser personas con discapacidad y con problemas de salud;No;No;No;No;No;Neutral;Neutral;Neutral;No;No;No;No;No;No;No;N/A;No consulta;No consulta;Mas o menos;No se publica información;Clara y comprensible;No;No;No;No;No;No;No;Sí;N/A;No;No;No;No;No;No;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Otro;personas con discapacidad;No;Sí;No;No;No;Sí;Sí;Sí;Sí;Sí;Sí;Sí;No;No;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No;N/A;0;1;3;No;0;Nunca;Nunca;No;No;Siempre;Casi siempre;Casi siempre;Algunas veces;Casi siempre;Siempre;Autoritario;Manipulador;Excluyente;Dictatorial;Pasivo;Apático;Autosuficiente;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Delegativo;Positiva;Empeorado;Sí, bajo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;No ha realizado derechos de petición;No;Sí;Sí;Sí;Sí;Sí;el poblado;Suroriental;55 +;0.488467208417298
